Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
7368  | 272  810  370  236  413  640  212  786  761  281  979  654  678  894  645  399  864  263  243  538  533  508  993  0    304  990  922  903  673  1022 647  705 
7369  | 4    810  74   868  858  650  530  248  181  639  428  929  262  912  520  752  585  103  337  387  592  474  672  354  634  528  301  874  552  822  651  841 
7370  | 355  811  219  123  858  637  991  925  729  416  517  861  980  591  676  590  207  4    739  648  641  239  875  543  563  536  776  671  411  845  859  1016
7371  | 319  356  831  704  329  540  576  713  734  652  900  297  292  373  711  894  135  713  885  415  440  667  230  922  549  293  982  854  722  1006 1022 1015
7372  | 277  916  959  43   901  269  480  476  813  21   900  415  708  692  333  822  643  407  775  697  506  458  713  452  413  673  765  550  619  996  300  890 
7373  | 745  463  581  551  585  376  56   510  328  336  923  907  297  445  865  836  323  963  349  1021 449  283  563  667  571  678  947  905  980  945  273  804 
7374  | 364  572  632  864  764  907  436  377  342  631  844  147  439  922  805  453  911  721  780  178  811  863  998  536  603  561  248  759  679  560  775  642 
7375  | 883  903  171  969  690  76   273  242  428  39   159  371  357  603  806  305  460  159  241  871  796  510  953  895  948  796  1003 810  782  475  314  1015
7376  | 165  975  993  664  322  941  658  217  854  710  543  407  694  400  1014 678  443  43   258  1007 558  583  522  836  1017 922  571  609  907  757  552  592 
7377  | 919  759  544  315  18   832  966  511  497  655  779  470  455  863  967  910  640  214  764  456  256  920  193  579  760  557  833  614  555  971  893  693 
7378  | 919  979  834  159  574  950  413  632  694  32   434  649  524  647  616  416  426  383  925  933  1015 801  198  446  765  833  879  839  722  861  589  869 
7379  | 959  978  670  367  943  538  465  513  725  939  972  515  488  598  704  525  508  109  286  371  741  993  354  825  890  519  634  999  936  731  571  327 
7380  | 710  832  762  695  430  414  804  71   868  574  977  583  943  793  867  819  196  759  950  420  687  999  682  512  909  614  546  669  651  879  954  745 
7381  | 678  999  500  415  140  497  440  130  99   506  581  325  861  574  881  895  336  235  1002 594  793  645  532  879  967  884  893  545  556  222  456  477 
7382  | 468  542  241  147  861  344  989  445  514  1011 272  380  438  490  883  336  819  252  845  519  529  691  837  687  236  693  944  631  941  295  712  566 
7383  | 498  172  234  826  522  613  1000 819  747  688  338  476  937  583  597  392  323  694  816  452  281  878  567  893  389  287  916  383  278  933  859  1004
7384  | 308  762  241  872  729  758  617  539  614  470  780  602  871  982  573  785  1005 80   750  917  1010 458  606  865  701  779  927  383  1015 314  232  620 
7385  | 27   785  439  822  954  958  613  289  899  1008 387  717  437  179  590  745  231  60   586  456  844  494  995  263  727  298  529  278  260  728  914  658 
7386  | 32   34   255  1    356  723  503  65   565  699  537  172  364  519  414  918  471  980  446  930  874  518  649  401  650  818  503  381  679  622  730  829 
7387  | 332  387  566  91   536  719  3    923  529  211  957  348  757  800  840  788  1013 532  980  856  380  706  985  505  740  962  170  661  927  274  916  922 
7388  | 271  567  64   795  729  471  884  688  461  176  947  338  113  116  363  405  966  243  760  813  144  983  660  287  409  757  884  461  804  964  962  990 
7389  | 272  138  698  588  552  420  527  279  654  400  994  961  547  843  570  793  252  197  135  357  894  243  314  577  560  513  727  490  999  888  701  537 
7390  | 109  883  530  393  719  367  620  550  211  605  890  893  240  466  416  891  120  346  376  670  307  534  773  181  431  878  563  284  700  600  977  512 
7391  | 60   93   499  810  511  728  788  466  542  125  510  733  306  720  638  351  423  148  942  294  750  453  284  704  217  310  981  310  788  220  276  982 
7392  | 33   78   486  667  363  504  897  709  249  303  624  743  549  931  664  524  49   859  643  613  877  572  560  887  764  777  868  904  988  755  714  919 
7393  | 761  450  478  76   709  998  400  571  329  358  486  925  730  609  207  730  957  602  406  355  850  491  1006 919  445  287  874  963  595  294  512  315 
7394  | 394  983  643  736  554  537  897  139  449  346  731  464  512  384  811  527  414  515  783  633  669  551  816  476  365  298  739  926  669  739  775  922 
7395  | 691  263  567  327  493  24   970  561  141  237  288  512  121  1018 423  668  646  58   725  772  722  280  168  897  745  695  739  289  802  694  906  898 
7396  | 442  831  202  476  278  194  637  340  125  666  964  509  896  273  1012 467  782  428  377  1021 595  626  823  198  807  474  845  838  871  941  908  837 
7397  | 54   143  623  178  133  779  637  780  304  734  734  479  226  716  1000 345  172  258  869  971  811  185  607  625  666  878  526  586  871  1004 874  960 
7398  | 232  249  996  274  28   819  97   661  924  227  632  264  392  844  865  895  376  318  673  686  525  841  567  575  855  946  739  227  518  558  546  625 
7399  | 140  188  623  210  791  2    0    157  742  476  560  678  329  727  378  218  166  80   337  705  473  989  521  598  655  613  595  927  871  600  952  799 
7400  | 733  727  1012 291  803  922  286  202  447  187  211  1009 934  748  664  359  735  716  629  672  372  155  329  805  940  602  879  453  657  950  1002 612 
7401  | 693  456  610  647  548  906  461  53   990  522  479  344  416  717  365  374  4    64   328  478  564  684  306  373  476  682  540  768  698  250  895  425 
7402  | 0    550  652  531  702  958  537  643  274  930  647  761  957  194  913  700  68   767  996  644  593  368  847  260  916  963  826  413  494  822  1022 484 
7403  | 678  911  648  428  771  724  956  955  867  965  974  232  240  318  202  711  576  617  659  377  237  528  451  575  763  758  799  909  495  461  797  960 
7404  | 232  10   15   347  798  16   705  462  957  301  421  766  532  416  118  894  929  212  601  494  987  1000 382  512  569  398  952  452  259  638  1016 972 
7405  | 543  999  198  988  583  495  96   651  935  894  913  288  655  116  405  733  304  560  890  369  989  597  758  1023 987  176  986  808  899  782  273  425 
7406  | 308  56   719  437  851  263  641  296  829  612  727  448  626  806  346  757  67   670  607  930  980  506  1015 487  968  976  984  947  247  534  792  525 
7407  | 60   1009 309  952  495  656  662  884  53   782  49   478  257  858  967  630  125  200  332  714  933  868  751  307  763  1011 956  404  473  809  708  389 
7408  | 355  10   186  104  195  171  877  554  702  111  903  238  935  921  729  544  250  22   609  150  819  885  458  562  897  836  249  782  527  519  864  669 
7409  | 853  832  984  357  135  578  429  539  670  263  163  985  928  868  689  450  723  782  899  500  802  267  475  442  344  956  529  887  817  724  814  616 
7410  | 7    714  255  699  477  511  147  976  616  352  666  449  734  832  348  850  580  585  649  698  1013 341  896  732  1019 610  903  965  815  947  730  871 
7411  | 88   947  410  38   636  78   743  533  864  511  418  450  584  491  118  430  732  915  158  209  937  992  518  854  429  1019 668  508  968  914  308  737 
7412  | 474  849  521  972  943  548  1019 328  795  215  415  299  581  864  505  721  567  614  507  524  811  813  664  999  948  259  574  710  907  839  793  1019
7413  | 851  256  81   868  596  724  843  853  312  213  386  751  1010 300  368  960  519  407  798  642  1008 692  664  682  217  692  911  779  312  298  793  1010
7414  | 809  475  284  149  427  362  116  985  32   394  966  798  952  914  543  892  382  85   581  426  455  749  797  829  848  402  233  575  296  985  573  594 
7415  | 762  159  222  34   846  614  18   893  350  732  775  754  191  52   616  429  411  949  257  1021 536  472  694  536  892  673  1011 982  978  944  502  747 
7416  | 919  774  959  551  868  375  975  219  906  980  701  184  462  496  910  804  272  330  643  205  963  863  990  657  886  334  769  308  714  994  524  967 
7417  | 150  999  253  852  183  253  60   985  977  794  156  925  381  734  857  863  938  441  1016 1004 829  1015 540  423  888  300  856  251  473  548  643  631 
7418  | 277  456  723  231  545  502  761  409  464  956  422  419  182  817  760  561  773  866  161  838  544  594  932  839  678  838  338  1009 967  665  961  299 
7419  | 442  828  340  1012 278  963  1013 190  352  627  674  934  320  524  488  683  298  68   740  229  765  720  541  678  289  762  667  835  957  834  877  491 
7420  | 29   475  81   341  1014 399  1007 336  446  777  361  326  635  545  873  940  185  150  697  611  604  514  479  912  902  1012 940  748  401  678  513  1023
7421  | 818  391  89   22   538  785  239  768  446  792  489  147  785  310  862  357  737  144  328  932  87   443  519  283  323  282  407  934  947  699  926  316 
7422  | 140  249  569  240  742  948  677  369  466  303  648  824  574  845  269  561  988  68   629  656  911  881  1023 191  319  300  559  461  470  739  895  324 
7423  | 13   464  429  545  283  218  1011 206  730  327  163  499  392  921  728  603  561  36   517  797  949  709  687  868  782  879  397  291  287  541  276  318 
7424  | 232  715  920  526  805  958  656  470  990  553  724  510  332  1014 392  335  39   577  740  617  906  589  915  630  560  655  542  688  689  690  782  625 
7425  | 845  998  517  104  470  475  362  571  388  735  987  449  908  441  395  956  866  1011 817  219  709  671  896  1021 841  529  987  665  328  458  726  784 
7426  | 678  337  331  513  522  985  24   789  376  810  933  190  293  882  309  254  944  961  160  799  664  804  856  503  317  558  308  831  773  895  635  236 
7427  | 468  584  869  824  765  766  374  502  605  260  1006 816  523  941  423  816  920  204  137  892  869  949  673  292  247  926  722  470  230  899  935  509 
7428  | 525  641  434  928  356  371  785  791  128  890  834  925  925  338  503  838  316  557  321  963  674  304  190  373  937  1008 541  999  670  715  302  721 
7429  | 46   11   495  994  22   706  685  684  601  334  917  325  397  663  775  937  964  19   281  539  264  920  549  809  359  956  563  940  874  401  910  304 
7430  | 60   507  853  415  887  636  804  502  891  663  254  909  916  961  660  574  521  409  449  826  713  848  746  600  613  881  586  496  311  683  793  865 
7431  | 156  34   828  450  808  186  911  783  963  673  182  637  451  422  867  901  394  386  378  415  726  480  779  437  193  959  447  799  583  907  788  839 
7432  | 919  977  558  147  878  819  84   522  508  455  248  179  881  860  542  967  836  866  586  468  398  749  521  708  843  648  851  600  718  650  806  814 
7433  | 178  887  347  301  81   875  402  554  408  149  353  446  885  361  283  747  108  14   903  852  560  992  731  1007 951  936  971  560  714  921  579  907 
7434  | 678  919  993  720  37   136  418  615  558  936  871  993  862  988  463  523  912  49   798  997  967  480  517  771  937  894  233  289  838  458  957  460 
7435  | 678  714  285  466  790  233  418  601  117  882  211  434  659  591  118  478  807  517  399  577  619  516  213  623  733  736  701  731  1007 562  682  694 
7436  | 232  603  246  662  99   756  598  373  400  147  328  403  344  685  755  548  955  161  900  415  536  865  500  476  725  866  875  932  401  280  259  681 
7437  | 718  351  292  10   286  691  897  93   21   704  990  145  978  426  280  873  729  823  736  202  938  538  617  385  253  325  791  892  248  998  448  584 
7438  | 315  34   517  315  358  967  949  883  589  860  820  675  809  1008 281  373  331  672  397  923  618  921  517  304  291  738  767  414  714  830  406  736 
7439  | 92   207  33   802  19   728  1007 973  344  667  647  905  980  289  771  989  174  590  251  796  297  368  503  854  918  966  548  546  948  611  936  607 
7440  | 10   61   222  253  595  114  24   419  319  330  669  822  624  590  515  674  483  631  197  710  938  894  560  945  558  264  653  959  565  996  712  282 
7441  | 211  61   875  934  396  443  960  491  583  147  801  898  684  456  837  737  62   562  839  779  249  801  653  650  995  808  444  242  920  959  816  792 
7442  | 631  420  238  856  131  578  465  510  404  700  1023 545  335  586  764  133  412  560  943  512  543  988  510  534  799  966  955  463  814  295  782  556 
7443  | 513  785  367  335  630  842  787  545  732  762  225  247  420  850  564  668  572  211  587  439  521  740  619  685  701  572  563  516  561  542  450  570 
7444  | 104  430  862  470  11   999  870  881  363  711  77   993  284  936  430  264  947  383  336  528  1006 606  948  897  689  906  601  947  600  896  712  905 
7445  | 2    764  800  823  403  753  205  605  814  992  557  359  565  196  355  558  715  33   643  119  287  1001 910  656  1004 652  981  947  823  311  453  728 
7446  | 490  464  762  344  725  606  65   370  881  825  208  220  119  785  262  927  581  459  577  775  743  648  928  787  775  889  631  231  776  673  947  853 
7447  | 355  151  958  932  932  688  955  567  88   563  653  493  407  1017 854  399  60   818  401  507  575  508  748  553  974  913  928  313  527  632  322  928 
7448  | 329  115  136  1002 48   736  14   587  840  898  958  778  697  737  765  994  835  172  701  694  924  106  282  591  900  747  1000 871  738  435  545  968 
7449  | 930  775  22   152  343  487  572  767  282  855  244  495  833  522  949  602  610  154  491  733  722  551  663  387  1012 694  986  575  691  512  1022 484 
7450  | 632  915  210  749  585  926  895  959  396  890  415  368  352  403  746  507  1018 72   3    556  952  599  509  928  855  264  945  593  738  541  493  674 
7451  | 92   235  42   905  768  156  31   342  596  266  548  601  314  557  481  269  788  671  543  842  244  718  262  851  703  753  423  640  933  643  976  413 
7452  | 41   785  423  728  787  360  557  986  434  95   464  373  627  840  548  1007 65   211  328  760  294  484  360  509  733  445  486  531  557  935  684  523 
7453  | 621  74   723  737  219  95   315  206  713  447  944  523  388  1019 389  925  326  278  700  649  1008 411  160  469  814  917  579  621  395  765  743  585 
7454  | 762  161  33   178  317  737  46   774  21   523  851  450  834  912  992  899  34   55   435  976  291  922  905  927  319  439  1011 438  320  231  841  633 
7455  | 589  981  852  41   595  608  71   751  208  909  571  964  625  671  372  640  739  26   315  942  865  703  962  711  524  816  1003 728  788  923  643  968 
7456  | 919  342  762  648  907  440  127  171  693  846  973  339  512  305  593  450  331  187  249  330  884  866  245  322  1023 557  621  755  334  861  1018 740 
7457  | 302  115  767  560  615  764  580  607  46   313  398  578  523  851  725  988  844  772  261  760  933  331  619  843  259  731  833  868  676  570  1002 911 
7458  | 542  415  38   220  118  863  80   329  643  782  32   654  607  742  388  841  928  911  307  253  680  990  383  809  323  1013 295  663  834  667  730  293 
7459  | 498  666  850  846  977  646  750  55   485  968  459  902  573  689  951  867  338  879  680  419  672  822  865  294  767  516  482  944  680  723  709  259 
7460  | 620  32   208  430  410  340  30   539  720  109  232  718  521  840  915  443  753  212  927  507  777  658  688  980  483  578  926  576  674  776  808  570 
7461  | 4    40   569  849  747  828  986  985  585  392  674  796  692  863  743  359  67   925  649  941  828  960  638  719  722  698  955  864  988  557  893  692 
7462  | 851  627  933  979  891  697  197  565  911  487  400  668  788  872  619  897  944  1021 261  982  538  175  892  445  540  922  460  754  275  1019 804  745 
7463  | 851  68   171  106  137  544  316  363  1011 320  675  68   603  118  352  850  404  100  1003 801  871  517  392  503  220  287  826  380  469  963  762  671 
7464  | 195  235  315  10   851  390  717  630  911  155  762  829  884  864  711  773  813  798  733  810  521  772  512  590  827  831  575  692  861  701  920  946 
7465  | 542  477  580  97   82   181  489  388  195  671  912  149  776  995  656  743  949  933  760  477  506  539  966  708  355  528  707  956  923  1016 787  906 
7466  | 2    11   219  766  847  872  137  732  867  373  311  679  919  789  428  725  833  1    413  838  560  391  687  236  527  482  892  933  817  894  943  907 
7467  | 660  420  268  946  860  456  77   721  407  695  382  218  815  851  691  1012 259  154  791  1015 853  440  584  912  1019 914  903  931  511  1014 460  898 
7468  | 962  463  192  36   193  218  819  733  433  783  379  699  610  491  366  902  336  547  849  772  264  585  1022 446  429  814  870  807  247  647  600  776 
7469  | 381  249  782  240  416  87   823  783  779  668  626  668  691  753  978  574  120  76   307  284  528  870  966  572  675  712  682  717  677  895  849  935 
7470  | 355  138  314  328  583  645  799  625  574  587  926  702  112  461  653  721  904  534  1012 325  894  452  605  621  530  598  692  603  1005 172  710  906 
7471  | 674  78   600  513  383  433  134  884  532  704  367  788  465  381  748  327  735  153  899  174  458  594  716  555  266  951  936  586  967  1004 551  922 
7472  | 678  170  935  284  450  628  1003 637  917  960  747  495  453  695  908  198  841  274  461  953  234  534  889  848  593  212  799  689  695  845  725  837 
7473  | 802  793  547  940  813  291  427  687  405  680  882  503  574  68   762  263  404  223  339  154  693  679  807  879  429  270  906  931  756  810  524  651 
7474  | 282  963  395  104  555  633  918  550  896  718  172  756  557  960  809  382  336  898  565  812  749  685  900  253  856  385  637  566  395  757  322  1015
7475  | 144  74   15   1011 643  617  648  545  654  247  809  546  762  267  354  482  929  113  462  794  605  959  790  776  824  846  338  566  973  622  571  999 
7476  | 542  464  309  695  843  137  457  334  431  571  172  482  811  946  517  391  170  619  683  851  631  806  821  373  995  964  486  839  988  717  273  674 
7477  | 474  227  580  44   781  460  871  1002 136  690  818  434  927  418  366  750  750  181  828  397  959  952  543  457  969  706  290  391  910  944  824  883 
7478  | 660  161  541  219  830  546  213  625  872  535  851  465  269  845  738  788  768  171  500  844  754  1007 440  186  560  902  397  940  775  988  594  700 
7479  | 589  840  811  858  557  49   916  710  582  514  380  486  834  540  870  515  527  879  586  486  715  299  542  590  599  815  581  869  755  911  703  566 
7480  | 919  456  445  450  830  305  189  36   595  618  539  674  891  587  351  1003 527  39   715  738  815  660  735  952  603  677  739  963  788  690  968  487 
7481  | 678  115  895  105  453  342  193  590  760  260  448  678  491  466  853  566  521  628  975  485  846  238  953  684  716  681  571  775  230  458  686  928 
7482  | 381  280  778  527  11   1000 397  291  664  901  549  566  624  928  914  735  672  572  673  874  1009 1012 293  701  754  560  682  968  985  717  786  938 
7483  | 498  903  655  809  938  434  495  907  686  114  982  972  236  492  849  398  527  375  724  586  537  227  652  1004 617  501  234  847  365  878  456  971 
7484  | 342  127  356  945  468  27   795  189  707  610  439  199  939  777  933  549  598  222  466  784  816  906  638  855  605  251  615  996  1001 601  1009 987 
7485  | 529  753  700  314  583  8    752  894  916  529  910  879  727  116  596  783  780  745  421  349  283  438  1000 553  853  531  657  842  671  813  733  604 
7486  | 342  162  629  733  333  662  479  139  233  151  834  766  847  639  406  255  957  732  540  716  453  460  473  768  442  978  732  842  669  540  957  427 
7487  | 173  84   183  902  898  874  188  796  534  610  738  644  464  667  478  711  328  963  372  403  517  245  603  939  930  501  705  1011 996  953  578  556 
7488  | 342  261  103  577  509  935  623  149  764  763  573  932  535  934  308  447  886  386  700  607  695  726  635  305  526  780  810  1021 817  947  524  784 
7489  | 919  280  784  554  585  694  897  110  275  824  491  878  811  479  354  468  1021 606  277  455  763  145  580  274  877  952  276  944  902  1012 821  216 
7490  | 384  510  22   40   780  504  943  1003 184  466  802  991  600  200  729  324  833  614  491  824  787  909  674  391  711  1015 657  625  705  528  306  966 
7491  | 667  701  205  186  1019 147  43   435  612  715  940  663  289  326  442  581  996  129  716  248  563  244  559  514  510  980  420  857  950  860  956  281 
7492  | 558  214  81   469  911  806  745  853  968  526  100  677  352  564  323  768  492  599  792  1014 993  609  453  446  505  913  520  275  985  534  578  993 
7493  | 620  641  28   1021 402  296  543  663  313  877  376  266  285  680  817  1015 1001 233  250  594  577  564  487  877  728  536  470  1011 941  248  551  691 
7494  | 569  468  15   352  366  917  443  884  970  980  478  491  604  569  494  579  183  847  647  668  800  777  830  960  634  1005 962  982  523  960  410  964 
7495  | 297  326  24   428  672  337  664  39   467  664  157  256  462  548  419  217  737  695  352  485  814  359  991  319  492  441  714  779  714  920  569  452 
7496  | 710  70   133  369  943  694  63   433  364  547  139  625  932  919  631  311  522  499  668  700  704  603  602  511  356  441  979  244  654  813  301  511 
7497  | 60   372  334  837  671  745  220  920  853  751  139  442  980  511  355  986  110  60   801  732  485  715  557  266  748  905  238  998  806  953  678  744 
7498  | 87   113  234  951  976  273  685  866  356  888  473  674  307  703  858  636  60   289  449  681  701  916  955  579  937  825  718  887  717  570  314  579 
7499  | 718  80   190  502  788  886  475  762  558  360  453  555  967  639  261  942  509  17   663  952  885  507  481  909  671  293  870  662  1020 1000 658  618 
7500  | 851  552  129  280  857  400  191  508  603  964  1015 232  524  1021 467  736  22   200  260  220  446  970  895  562  779  803  612  718  260  673  613  1023
7501  | 529  667  524  281  467  108  202  912  537  952  218  461  308  532  654  972  128  569  683  774  799  496  561  242  320  867  452  579  688  918  571  700 
7502  | 295  884  812  346  677  580  803  25   598  334  994  721  881  526  759  562  129  13   783  918  765  391  272  403  1019 938  980  411  880  602  513  898 
7503  | 621  280  162  924  641  984  152  293  980  294  517  932  869  970  592  549  922  547  623  404  901  982  518  377  663  1002 727  998  624  560  642  942 
7504  | 762  689  195  99   302  729  154  603  273  113  969  889  499  335  769  459  43   378  138  927  954  684  256  239  369  577  829  634  879  757  605  737 
7505  | 620  115  838  453  18   516  752  895  613  980  507  189  914  1015 653  574  806  962  682  607  531  314  683  434  837  912  822  991  489  750  655  581 
7506  | 474  552  966  501  530  99   645  807  485  303  558  199  860  1005 320  709  1005 212  820  686  986  876  272  892  524  820  672  679  713  976  762  710 
7507  | 416  667  229  413  18   633  937  907  541  972  458  450  895  250  937  633  77   716  574  756  810  524  468  247  394  993  764  527  784  231  508  1016
7508  | 620  517  666  635  778  653  693  598  357  474  522  469  193  878  666  380  834  252  732  804  1003 622  377  429  1010 391  988  928  537  401  617  858 
7509  | 332  525  324  277  189  467  97   799  96   113  344  103  786  1003 632  310  499  341  999  166  210  155  386  320  496  630  517  928  695  471  884  776 
7510  | 663  793  651  628  690  706  251  219  760  450  360  496  822  572  370  404  899  985  187  1002 82   553  265  623  844  637  732  828  679  961  1005 332 
7511  | 589  663  313  178  156  917  77   802  20   619  832  709  550  881  430  946  389  710  653  1003 1023 331  1005 321  903  930  1006 854  575  465  864  692 
7512  | 97   244  605  839  972  429  92   673  343  398  548  457  1    644  623  370  304  755  372  203  579  630  782  714  545  856  839  1021 834  1022 834  461 
7513  | 809  442  666  417  784  798  858  601  838  422  917  618  602  732  888  350  462  455  756  393  797  466  971  804  828  685  587  446  765  954  1005 971 
7514  | 384  680  778  203  355  962  927  451  965  507  595  950  344  664  627  352  189  680  623  789  207  686  457  867  593  726  666  583  806  514  600  674 
7515  | 29   473  22   943  891  381  361  852  636  44   672  689  131  295  558  745  412  346  724  981  259  524  528  989  514  893  878  827  656  687  679  681 
7516  | 178  825  29   694  132  917  869  161  175  986  443  517  935  645  627  371  692  495  263  956  158  469  522  290  967  508  958  989  587  953  633  709 
7517  | 468  249  688  646  131  391  758  451  427  35   699  351  295  271  388  476  501  228  364  684  521  648  739  856  435  1008 310  957  641  650  710  610 
7518  | 173  526  546  785  554  391  707  669  861  283  659  611  406  811  870  631  129  426  236  686  576  419  955  974  951  938  232  914  630  401  918  763 
7519  | 156  278  694  806  766  679  1000 533  297  448  145  833  855  261  943  627  145  76   955  368  708  355  376  1018 920  219  839  669  834  904  740  642 
7520  | 442  227  190  865  236  872  249  540  132  286  306  755  634  772  1006 492  96   534  279  721  741  632  488  928  444  806  868  287  520  641  786  707 
7521  | 673  267  492  413  802  262  757  400  152  795  630  558  830  748  503  592  843  167  505  831  306  931  528  758  902  881  569  653  401  962  953  925 
7522  | 480  235  422  990  687  144  945  619  956  400  558  938  257  199  706  497  928  605  281  366  701  703  490  941  495  315  521  615  694  865  500  849 
7523  | 355  879  920  327  1011 514  682  689  802  583  895  539  1    250  541  859  645  448  988  821  610  663  942  966  796  857  582  955  630  719  718  374 
7524  | 398  849  183  664  402  606  556  609  489  859  652  700  799  411  464  736  226  192  449  1015 955  637  398  231  848  842  851  846  1020 934  541  691 
7525  | 632  581  922  330  112  758  28   535  217  581  945  897  934  522  369  947  619  98   607  527  370  990  1011 847  773  952  402  465  537  669  933  723 
7526  | 10   473  387  500  400  578  841  694  748  575  883  889  525  1007 707  698  306  401  678  981  856  218  866  595  943  982  601  554  802  573  964  940 
7527  | 558  781  279  947  137  630  927  368  984  779  422  350  602  894  601  657  894  254  695  466  576  611  567  728  904  256  788  920  656  806  728  756 
7528  | 107  903  445  251  58   137  347  367  27   290  772  454  522  247  918  574  946  284  358  863  967  271  844  579  569  583  752  1006 612  783  1017 264 
7529  | 302  236  382  492  236  999  55   65   85   253  615  238  729  575  331  223  318  75   1019 181  887  241  963  588  565  675  662  390  907  923  829  252 
7530  | 0    149  698  490  637  391  52   600  868  197  504  954  642  762  913  674  628  627  85   808  229  1015 731  508  908  899  673  690  775  1018 1000 524 
7531  | 34   412  456  178  671  796  193  335  796  852  382  647  823  554  579  266  702  1016 613  859  608  381  660  867  319  320  808  794  530  656  954  570 
7532  | 589  663  265  40   236  215  96   839  698  516  805  448  263  966  262  942  109  169  648  141  840  619  807  598  877  872  821  848  324  953  550  910 
7533  | 277  1015 524  403  609  277  854  998  184  829  587  874  378  789  188  840  556  265  851  151  316  395  488  588  567  929  550  757  710  874  913  491 
7534  | 29   263  284  39   81   231  685  375  415  389  864  678  906  422  423  817  77   522  1003 1009 388  528  1007 212  703  897  899  628  773  620  996  649 
7535  | 678  348  371  790  365  499  434  850  661  994  497  834  594  409  767  948  645  287  139  938  528  507  230  809  874  508  889  778  789  1006 881  987 
7536  | 589  613  288  939  914  444  469  437  67   95   730  417  661  866  821  539  832  205  139  823  505  873  947  881  703  1018 601  679  865  382  325  784 
7537  | 159  170  144  1016 681  467  742  902  986  823  470  373  266  931  430  878  208  11   553  892  82   540  407  783  639  1002 256  626  513  766  651  938 
7538  | 22   143  316  423  36   519  711  493  28   473  821  563  668  578  361  382  499  910  739  662  902  901  882  827  1008 907  671  1017 750  985  863  861 
7539  | 71   171  883  108  50   186  897  751  522  993  810  183  621  523  736  935  957  274  707  881  592  969  584  961  848  903  909  481  874  552  743  776 
7540  | 71   802  587  212  915  659  418  577  346  283  235  323  265  766  853  529  35   512  866  790  485  363  374  999  452  893  752  542  684  994  840  934 
7541  | 173  831  84   547  755  411  717  601  583  705  923  864  633  926  754  466  424  524  286  912  625  93   386  868  951  251  821  900  679  989  897  315 
7542  | 71   12   519  563  679  498  477  672  1009 881  813  305  320  898  772  468  630  60   625  689  894  854  751  562  974  321  945  259  406  679  252  661 
7543  | 173  908  908  347  236  948  440  257  904  658  967  908  473  593  747  216  15   732  955  398  312  973  887  853  765  774  899  552  511  616  415  685 
7544  | 71   829  519  961  335  928  795  205  781  459  922  827  765  395  401  955  973  847  214  288  541  871  823  545  909  431  920  822  851  988  918  819 
7545  | 71   382  842  670  654  798  630  479  0    498  563  578  308  782  945  772  209  880  208  663  793  560  460  986  535  698  712  201  921  996  884  988 
7546  | 71   421  519  637  1021 88   206  841  761  429  828  342  835  806  513  968  323  519  225  472  699  983  711  821  573  673  662  704  700  550  633  855 
7547  | 71   98   632  981  753  108  55   992  556  962  367  885  773  278  707  134  871  17   787  218  361  556  622  562  668  968  748  398  648  552  519  992 
7548  | 692  543  150  556  768  88   393  979  47   537  917  958  242  290  938  994  869  446  403  768  879  241  997  653  640  466  669  518  495  736  606  630 
7549  | 196  582  643  341  749  380  550  19   979  257  779  598  893  377  514  960  883  113  864  591  248  598  865  577  809  402  883  718  769  472  898  907 
7550  | 178  456  48   947  802  484  296  733  27   161  809  869  735  532  568  579  498  797  280  826  584  739  276  518  286  893  461  251  540  315  260  628 
7551  | 883  16   269  507  61   964  487  797  138  148  683  538  515  577  710  859  463  343  1006 955  824  469  407  740  877  1004 455  928  599  257  917  473 
7552  | 618  423  124  940  283  602  934  832  845  887  322  765  524  892  798  740  501  55   689  1021 1023 638  871  820  318  647  915  273  499  984  313  823 
7553  | 390  674  941  726  687  556  23   910  452  343  913  442  267  950  734  735  667  214  847  505  887  939  948  562  999  768  640  451  754  1019 631  990 
7554  | 87   963  935  999  198  15   154  822  312  237  919  264  868  644  901  420  408  16   491  624  313  588  1005 671  896  571  915  919  865  314  870  642 
7555  | 692  452  340  712  625  735  894  428  1006 871  456  616  267  818  588  653  893  847  910  795  313  423  200  548  259  264  613  842  776  831  433  244 
7556  | 295  348  569  1011 78   788  159  426  281  461  502  275  489  731  630  373  658  521  601  614  908  773  556  247  292  612  879  569  587  585  686  746 
7557  | 159  981  701  54   533  688  685  583  737  1023 470  957  856  643  653  257  401  200  145  167  686  992  869  268  983  645  394  737  754  962  891  614 
7558  | 692  908  567  54   15   760  158  620  824  610  298  389  331  926  676  367  499  949  830  302  927  823  667  314  544  888  743  918  940  696  416  729 
7559  | 295  845  634  808  251  783  614  319  0    433  774  767  506  749  682  187  401  228  708  775  596  520  984  693  571  776  924  536  1023 892  712  299 
7560  | 618  630  414  73   361  807  780  149  758  278  323  236  729  1009 714  458  248  807  720  1021 494  913  871  562  948  441  631  903  947  403  792  470 
7561  | 87   991  340  910  98   450  41   813  323  933  572  859  820  557  751  531  693  25   272  647  743  612  587  610  329  984  710  438  854  494  575  606 
7562  | 287  963  548  268  666  540  1013 474  379  838  411  573  810  913  965  751  886  35   376  73   823  235  693  930  931  853  916  508  767  273  658  465 
7563  | 196  71   171  884  975  484  633  170  693  871  946  863  683  889  817  511  737  818  602  687  583  830  669  1000 195  474  988  593  918  385  865  743 
